"ANO","NIVEL","CODMUNRES","TO","TORC","TORCR","TO_NN","TO_N","TO_CB_I","TO_CB_N","TO_CB_C","TO_CB_R","TO_CB_O","TO_M","TO_F","TO_F_IF","TO_FT","TO_NT","TO_NT_P","TO_NT_T","TO_PNT","TONT_B","TONT_PT","TONT_A","TONT_PD","TONT_I","TO_MT","TO_MT_DG","TO_MT_PT","TO_MT_AB","TO_MT_42","TO_MT_43","TO_MT_P","TO_MT_P_I","TO_MT_P_ES","TO_MT_P_EFI","TO_MT_P_EFII","TO_MT_P_EM","TO_MT_P_ESI","TO_MT_P_ESC"
2016,"MUNICIPIO","251090",82,0,0,17,65,2,7,23,13,20,49,33,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251100",19,0,0,2,17,0,1,3,2,11,11,8,3,0,2,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251110",44,0,0,4,40,4,12,10,7,7,24,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251120",206,0,0,22,184,6,31,63,31,53,103,103,10,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
2016,"MUNICIPIO","251130",128,0,0,14,114,5,15,38,21,35,70,58,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251140",145,0,0,8,137,6,28,37,25,41,74,71,6,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251150",91,0,0,6,85,4,18,32,13,18,44,46,2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251160",58,0,0,6,52,2,5,29,7,9,29,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251170",27,0,0,0,27,0,1,10,2,14,13,14,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0
2016,"MUNICIPIO","251180",83,0,0,14,69,1,6,13,11,38,49,34,6,0,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251190",109,0,0,20,89,3,12,35,9,30,68,41,10,0,2,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251200",130,0,0,19,111,3,23,31,7,47,73,57,4,0,2,2,0,2,1,0,0,1,0,2,0,0,1,1,0,2,1,0,0,0,0,0,0
2016,"MUNICIPIO","251203",18,0,0,1,17,0,4,5,1,7,11,7,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251207",31,0,0,4,27,2,4,10,1,10,19,12,2,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
2016,"MUNICIPIO","251210",242,0,0,22,220,19,38,68,42,53,125,117,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251220",24,0,0,2,22,3,3,6,3,7,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251230",143,0,0,9,134,6,18,52,22,36,83,60,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251240",85,0,0,12,73,1,10,20,4,38,42,43,6,0,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251250",293,0,0,33,260,9,58,78,27,88,152,141,17,0,5,5,0,0,0,0,0,5,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
2016,"MUNICIPIO","251260",12,0,0,1,11,0,4,2,3,2,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251270",158,0,0,9,149,2,17,55,17,58,91,67,8,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
2016,"MUNICIPIO","251272",43,0,0,6,37,1,5,14,4,13,28,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251274",19,0,0,2,17,0,2,6,1,8,7,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251275",31,0,0,3,28,1,2,7,1,17,20,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251276",31,0,0,4,27,1,8,8,2,8,21,10,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251278",18,0,0,2,16,1,2,3,3,7,9,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251280",53,0,0,3,50,3,7,14,7,19,27,26,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251290",171,0,0,21,150,13,12,64,16,45,68,103,9,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251300",15,0,0,0,15,0,1,9,0,5,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251310",99,0,0,7,92,5,12,28,10,37,51,48,6,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251315",36,0,0,4,32,2,2,15,2,11,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251320",51,0,0,4,47,1,13,15,11,7,32,19,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251330",38,0,0,1,37,1,5,10,10,11,14,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251335",12,0,0,0,12,1,0,7,1,3,7,5,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251340",147,0,0,17,130,9,15,40,21,45,77,70,7,0,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251350",28,0,0,5,23,2,0,12,4,5,15,13,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251360",49,0,0,6,43,1,10,18,3,11,28,21,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251365",19,0,0,1,18,0,1,7,3,7,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251370",1103,0,0,157,946,59,114,335,119,319,594,508,70,0,12,6,6,12,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251380",42,0,0,5,37,2,8,16,4,7,27,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251385",28,0,0,0,28,0,1,18,3,6,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251390",221,0,0,29,192,17,34,71,27,43,119,102,19,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251392",30,0,0,3,27,3,4,11,2,7,16,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251394",22,0,0,3,19,3,4,7,3,2,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251396",29,0,0,1,28,1,4,8,5,10,10,19,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0
2016,"MUNICIPIO","251398",32,0,0,1,31,5,5,4,10,7,21,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251400",31,0,0,1,30,1,6,12,3,8,18,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251410",33,0,0,4,29,0,1,16,3,9,16,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251420",56,0,0,3,53,6,5,23,7,12,34,22,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251430",24,0,0,1,23,2,1,12,3,5,14,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251440",23,0,0,2,21,0,7,10,3,1,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251445",49,0,0,5,44,2,5,18,5,14,32,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251450",132,0,0,12,120,8,17,38,16,41,64,68,5,0,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251455",14,0,0,1,13,2,0,6,4,1,4,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251460",22,0,0,2,20,5,0,9,2,4,15,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251465",11,0,0,1,10,1,2,5,1,1,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251470",17,0,0,2,15,3,3,6,1,2,7,10,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251480",22,0,0,6,16,2,2,4,1,7,12,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251490",58,0,0,2,56,1,10,22,10,13,33,25,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251500",36,0,0,3,33,2,5,11,5,10,23,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251510",71,0,0,7,64,1,10,30,3,20,42,29,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251520",30,0,0,1,29,2,3,13,2,9,16,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251530",376,0,0,46,330,12,37,125,36,120,226,150,15,0,5,2,3,4,1,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251540",42,0,0,7,35,1,8,8,11,7,23,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251550",100,0,0,4,96,3,13,24,20,36,53,47,2,0,2,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251560",17,0,0,1,16,0,1,8,2,5,13,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251570",16,0,0,0,16,3,1,5,3,4,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251580",62,0,0,4,58,1,3,19,14,21,32,30,5,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251590",47,0,0,4,43,0,1,22,5,15,23,24,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251593",56,0,0,1,55,3,6,17,16,13,35,21,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251597",47,0,0,5,42,2,8,17,8,7,33,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251600",227,0,0,31,196,3,35,73,16,69,133,94,5,0,4,2,2,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251610",141,0,0,19,122,3,17,45,10,47,74,67,9,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251615",29,0,0,3,26,0,7,11,0,8,13,16,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251620",539,0,0,68,471,47,70,116,100,138,302,237,17,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251630",160,0,0,17,143,4,18,48,19,54,86,74,5,0,3,3,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251640",76,0,0,4,72,2,7,24,6,33,40,36,5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251650",121,0,0,11,110,4,11,19,11,65,64,57,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251660",106,0,0,11,95,4,12,44,10,25,55,51,4,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251670",114,0,0,12,102,6,25,33,13,25,71,42,5,0,6,6,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251675",16,0,0,1,15,1,2,3,3,6,12,4,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251680",80,0,0,11,69,7,18,21,11,12,39,41,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251690",108,0,0,8,100,12,12,39,12,25,61,47,2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251700",57,0,0,6,51,2,10,14,6,19,32,25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251710",19,0,0,1,18,1,1,8,3,5,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251720",30,0,0,4,26,2,4,8,7,5,18,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"MUNICIPIO","251740",21,0,0,4,17,1,4,5,3,4,12,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
